Airline,Source,Destination,Total_Stops,Price,J_Day,J_Month,J_Year,Arrival_min,Arrival_hour,Dep_min,Dep_hour,Duration_hours,Duration_mins
9280,4,3,0,1,7757,18,5,2019,15,8,55,18,13,20
9281,4,4,3,0,2228,3,4,2019,20,4,55,2,1,25
9282,4,0,5,1,10405,15,3,2019,15,8,0,8,24,15
9283,2,0,2,0,3419,27,6,2019,40,10,45,7,2,55
9284,4,2,1,1,10262,9,6,2019,35,12,30,17,19,5
9285,1,4,3,0,3100,9,6,2019,25,15,55,13,1,30
9286,4,2,1,1,11848,9,3,2019,25,4,15,2,26,10
9287,1,2,1,1,5683,9,4,2019,15,8,30,20,11,45
9288,4,3,0,1,9663,9,5,2019,0,12,25,8,27,35
9289,4,0,2,0,4544,24,4,2019,50,22,50,19,3,0
9290,4,4,3,0,4050,27,5,2019,20,4,55,2,1,25
9291,9,3,0,1,9187,9,5,2019,5,9,20,20,12,45
9292,9,3,0,1,8452,1,4,2019,20,20,20,20,24,0
9293,1,3,0,2,11668,18,5,2019,20,1,25,9,15,55
9294,1,2,1,2,13381,9,6,2019,15,19,25,14,28,50
9295,6,2,1,1,8073,18,5,2019,0,21,0,7,14,0
9296,0,3,0,0,5620,1,3,2019,55,12,20,10,2,35
9297,4,3,0,1,12739,12,6,2019,40,4,5,14,14,35
9298,0,3,0,0,5989,3,5,2019,25,22,55,19,2,30
9299,1,3,0,1,8891,21,5,2019,55,7,25,9,22,30
9300,4,0,2,0,4544,27,4,2019,50,22,50,19,3,0
9301,4,2,1,1,10262,6,6,2019,0,19,0,16,27,0
9302,9,3,0,1,9345,21,5,2019,20,20,0,17,27,20
9303,9,0,5,0,21730,1,3,2019,20,22,40,19,2,40
9304,3,2,1,1,6838,15,6,2019,0,21,15,9,11,45
9305,1,4,3,1,10943,12,3,2019,25,19,0,21,22,25
9306,3,0,2,0,3943,18,6,2019,50,6,0,4,2,50
9307,8,0,2,0,3573,18,6,2019,35,8,55,5,2,40
9308,8,3,0,0,3841,15,5,2019,25,11,0,9,2,25
9309,6,2,1,1,9646,21,5,2019,10,18,45,9,8,25
9310,1,2,1,0,4729,18,3,2019,10,21,5,18,3,5
9311,4,0,5,1,17261,6,3,2019,30,9,50,22,10,40
9312,4,3,0,1,13941,1,5,2019,5,10,5,14,20,0
9313,4,3,0,1,10844,21,5,2019,0,12,10,21,14,50
9314,4,3,0,1,14231,24,3,2019,20,16,55,18,21,25
9315,4,2,1,1,14714,12,6,2019,0,19,0,13,6,0
9316,8,2,1,1,6460,21,3,2019,15,13,45,8,4,30
9317,4,3,0,1,11467,1,5,2019,35,23,25,20,27,10
9318,3,0,2,0,3943,3,5,2019,25,3,30,0,2,55
9319,3,3,0,1,4775,15,4,2019,5,20,15,15,4,50
9320,8,3,0,0,3841,6,4,2019,25,11,0,9,2,25
9321,4,0,5,1,12284,18,3,2019,40,7,40,11,20,0
9322,3,3,0,0,4804,9,6,2019,50,19,15,17,2,35
9323,4,2,1,2,12819,24,6,2019,35,12,25,13,23,10
9324,4,2,1,1,14714,3,6,2019,25,4,15,18,10,10
9325,4,4,3,0,8040,27,5,2019,50,11,20,10,1,30
9326,6,2,1,2,16840,15,5,2019,30,1,5,15,10,25
9327,4,2,1,1,15554,6,5,2019,25,4,50,22,5,35
9328,2,2,1,1,5752,15,4,2019,35,19,35,10,9,0
9329,9,3,0,1,8452,9,5,2019,45,10,0,17,17,45
9330,6,2,1,1,11761,27,5,2019,15,19,0,8,11,15
9331,6,2,1,1,14848,27,6,2019,15,19,0,13,6,15
9332,4,2,1,2,10368,3,6,2019,0,19,30,5,13,30
9333,1,2,1,2,9863,18,5,2019,15,19,40,16,26,35
9334,4,2,1,1,10262,27,6,2019,0,19,0,10,9,0
9335,9,0,2,0,4668,6,6,2019,40,9,0,7,2,40
9336,6,2,1,1,9103,15,5,2019,0,19,25,11,7,35
9337,4,2,1,1,10262,12,6,2019,35,12,50,21,14,45
9338,2,2,1,1,4525,27,6,2019,35,13,25,7,6,10
9339,1,0,2,0,5228,27,4,2019,45,12,0,10,2,45
9340,4,0,5,1,19225,6,3,2019,5,5,25,21,7,40
9341,4,4,3,0,8040,9,5,2019,50,11,20,10,1,30
9342,4,2,1,1,7438,21,3,2019,25,4,0,14,14,25
9343,6,2,1,1,13135,6,3,2019,30,15,0,4,11,30
9344,3,2,1,0,6015,9,5,2019,40,17,25,14,3,15
9345,6,2,1,1,8283,18,5,2019,30,1,0,17,8,30
9346,8,1,4,0,3543,9,6,2019,35,10,20,8,2,15
9347,3,3,0,0,4148,27,3,2019,55,12,10,10,2,45
9348,2,0,5,1,7657,15,3,2019,15,20,45,15,4,30
9349,3,3,0,1,5276,12,5,2019,15,23,35,19,3,40
9350,4,3,0,1,14151,15,5,2019,35,23,35,9,14,0
9351,4,4,3,0,8040,21,6,2019,50,11,20,10,1,30
9352,3,2,1,2,8378,9,3,2019,20,21,55,11,9,25
9353,8,1,4,0,3543,9,6,2019,0,12,45,9,2,15
9354,3,0,2,0,4823,12,6,2019,50,21,55,18,2,55
9355,4,3,0,1,14388,15,5,2019,15,8,55,18,13,20
9356,8,1,4,0,3543,9,6,2019,5,20,45,17,2,20
9357,4,3,0,1,10844,12,5,2019,45,20,5,14,6,40
9358,4,3,0,1,10844,9,6,2019,15,18,30,6,11,45
9359,8,2,1,1,4957,12,6,2019,50,22,55,17,4,55
9360,3,2,1,1,6442,15,5,2019,10,16,35,7,8,35
9361,1,2,1,1,7480,15,5,2019,25,9,20,17,16,5
9362,3,2,1,1,5073,1,4,2019,30,1,25,20,5,5
9363,4,3,0,1,14781,9,5,2019,35,22,30,16,6,5
9364,6,2,1,1,9646,3,6,2019,10,16,45,9,6,25
9365,4,3,0,1,7851,1,4,2019,20,16,30,6,9,50
9366,8,4,3,0,2175,24,3,2019,5,7,45,5,1,20
9367,1,3,0,2,14424,9,5,2019,25,5,0,10,19,25
9368,4,2,1,2,13014,12,6,2019,0,19,40,9,9,20
9369,4,2,1,1,5177,6,4,2019,0,19,15,2,16,45
9370,6,2,1,1,15135,3,3,2019,50,18,45,10,8,5
9371,1,0,2,0,5228,21,6,2019,55,23,5,21,2,50
9372,4,0,5,1,22270,1,3,2019,5,5,40,11,17,25
9373,8,1,4,0,3543,15,6,2019,0,12,45,9,2,15
9374,4,2,1,2,15129,18,5,2019,0,19,5,23,19,55
9375,3,2,1,1,6093,15,6,2019,0,21,40,6,14,20
9376,4,0,5,1,11087,18,3,2019,20,20,5,14,6,15
9377,6,2,1,1,7408,27,6,2019,0,21,0,9,12,0
9378,3,3,0,1,6534,24,5,2019,15,2,0,21,5,15
9379,4,2,1,2,13029,18,5,2019,25,4,30,5,22,55
9380,4,0,2,0,8016,18,6,2019,10,10,10,7,3,0
9381,1,4,3,1,8528,12,3,2019,10,19,55,5,13,15
9382,1,2,1,2,12760,6,6,2019,15,19,15,17,26,0
9383,1,2,1,2,12199,9,6,2019,15,19,15,17,26,0
9384,6,2,1,1,14067,21,5,2019,30,1,0,10,15,30
9385,4,0,2,0,8016,15,6,2019,45,20,45,17,3,0
9386,1,3,0,0,5510,3,5,2019,45,16,15,14,2,30
9387,1,3,0,1,6241,24,3,2019,35,14,35,14,24,0
9388,1,2,1,1,16142,3,3,2019,25,9,30,12,20,55
9389,4,2,1,2,10919,27,6,2019,35,12,35,14,22,0
9390,3,3,0,0,4804,21,4,2019,5,0,25,21,2,40
9391,3,2,1,1,6979,15,5,2019,0,21,25,11,9,35
9392,1,2,1,0,6094,18,4,2019,10,17,10,14,3,0
9393,1,0,2,0,5176,1,4,2019,45,19,0,17,2,45
9394,6,2,1,1,15136,6,3,2019,0,21,0,13,8,0
9395,4,3,0,1,10031,24,3,2019,25,23,25,8,15,0
9396,4,2,1,2,12814,21,3,2019,50,18,25,5,37,25
9397,4,3,0,1,12681,1,4,2019,50,19,30,6,13,20
9398,6,2,1,1,12402,21,3,2019,50,18,0,7,11,50
9399,4,3,0,1,13759,24,3,2019,10,18,25,8,9,45
9400,8,1,4,0,3597,18,6,2019,5,20,45,17,2,20
9401,0,0,2,0,3383,21,5,2019,45,2,55,23,2,50
9402,9,0,2,0,4668,9,5,2019,35,12,45,9,2,50
9403,4,2,1,2,10929,21,3,2019,25,4,10,19,33,15
9404,9,3,0,1,9187,1,4,2019,45,10,0,17,17,45
9405,6,2,1,1,7530,3,6,2019,30,1,40,11,13,50
9406,1,3,0,1,8026,24,3,2019,40,13,10,9,4,30
9407,8,0,2,0,4319,9,4,2019,20,12,30,9,2,50
9408,4,2,1,2,13376,24,6,2019,25,4,35,14,13,50
9409,8,3,0,0,4174,6,5,2019,25,11,0,9,2,25
9410,9,0,2,0,4668,27,5,2019,40,9,0,7,2,40
9411,6,2,1,1,13062,21,3,2019,0,21,5,7,13,55
9412,4,2,1,1,12898,27,5,2019,25,4,15,19,9,10
9413,4,2,1,1,14714,6,6,2019,25,4,0,15,13,25
9414,1,3,0,2,10991,9,5,2019,25,20,50,5,14,35
9415,4,0,2,0,4030,1,5,2019,5,14,10,11,2,55
9416,4,2,1,2,13029,21,5,2019,25,4,40,9,18,45
9417,9,0,5,1,6800,15,3,2019,35,12,40,6,5,55
9418,4,0,5,1,11087,9,3,2019,30,9,0,7,26,30
9419,6,2,1,1,9794,18,5,2019,0,19,20,10,8,40
9420,4,3,0,1,14388,6,5,2019,20,9,10,21,12,10
9421,3,3,0,0,4148,12,3,2019,5,0,25,21,2,40
9422,1,2,1,2,17266,3,3,2019,15,19,0,20,23,15
9423,1,3,0,1,7893,1,4,2019,55,8,30,20,12,25
9424,4,0,2,0,7229,9,5,2019,50,22,50,19,3,0
9425,6,2,1,1,9930,21,5,2019,0,21,5,7,13,55
9426,6,2,1,1,18286,3,3,2019,35,1,30,11,14,5
9427,4,0,2,0,7229,27,6,2019,50,22,50,19,3,0
9428,9,2,1,0,6216,24,6,2019,10,9,0,6,3,10
9429,0,0,2,0,4282,6,6,2019,45,7,55,4,2,50
9430,3,2,1,1,5054,27,5,2019,10,12,35,7,4,35
9431,4,2,1,1,10262,6,6,2019,0,19,5,7,11,55
9432,0,2,1,1,11410,6,6,2019,25,22,45,16,5,40
9433,4,3,0,1,14571,24,5,2019,15,18,30,6,11,45
9434,2,2,1,1,4692,24,6,2019,35,13,25,7,6,10
9435,4,2,1,2,10919,15,6,2019,25,4,35,14,13,50
9436,4,3,0,1,10844,6,5,2019,50,19,25,8,11,25
9437,4,3,0,1,10844,21,5,2019,20,16,0,20,20,20
9438,1,2,1,0,6094,9,5,2019,10,17,10,14,3,0
9439,9,2,1,0,6741,1,6,2019,50,17,40,14,3,10
9440,1,2,1,1,8372,1,6,2019,25,9,45,9,23,40
9441,6,2,1,1,14067,21,5,2019,50,11,15,2,9,35
9442,3,2,1,1,10236,3,3,2019,20,22,35,8,13,45
9443,1,2,1,1,7480,3,6,2019,25,9,40,20,12,45
9444,6,2,1,1,8386,9,3,2019,10,16,45,9,6,25
9445,6,2,1,1,6795,6,6,2019,30,1,40,11,13,50
9446,0,3,0,0,4409,15,5,2019,55,12,20,10,2,35
9447,3,1,4,0,3597,9,5,2019,55,21,35,19,2,20
9448,1,0,2,0,6961,15,6,2019,55,8,10,6,2,45
9449,4,3,0,1,12692,12,6,2019,35,23,0,17,6,35
9450,1,4,3,0,4307,12,3,2019,45,20,30,19,1,15
9451,4,0,2,0,4030,15,5,2019,20,11,20,8,3,0
9452,1,3,0,2,15957,18,5,2019,15,23,50,9,13,25
9453,4,0,5,1,7832,21,3,2019,25,11,50,22,12,35
9454,1,3,0,3,12954,1,4,2019,30,10,0,10,24,30
9455,4,2,1,2,11150,27,6,2019,25,4,5,23,29,20
9456,3,4,3,0,4049,12,3,2019,45,7,20,6,1,25
9457,4,0,5,1,9134,15,3,2019,15,15,45,5,9,30
9458,0,3,0,0,4409,1,5,2019,20,1,50,22,2,30
9459,4,3,0,1,14781,1,5,2019,35,22,5,14,8,30
9460,1,0,2,0,5228,24,4,2019,55,23,5,21,2,50
9461,8,1,4,0,3597,21,5,2019,5,20,45,17,2,20
9462,6,2,1,1,6795,12,6,2019,30,1,15,15,10,15
9463,0,3,0,0,3807,18,6,2019,20,1,50,22,2,30
9464,4,3,0,1,14781,1,5,2019,35,23,30,16,7,5
9465,1,2,1,1,8372,9,5,2019,15,19,0,9,10,15
9466,3,2,1,0,5000,24,6,2019,35,17,20,14,3,15
9467,9,0,2,0,5403,1,4,2019,35,12,45,9,2,50
9468,3,2,1,1,11600,3,3,2019,20,22,55,11,10,25
9469,6,2,1,1,8476,18,5,2019,15,19,45,8,10,30
9470,1,0,5,2,6593,15,3,2019,25,21,30,10,10,55
9471,3,0,5,0,7648,9,3,2019,45,19,55,16,2,50
9472,9,3,0,1,9345,1,5,2019,50,18,10,7,11,40
9473,4,2,1,2,15129,27,5,2019,25,4,40,9,18,45
9474,6,2,1,1,7268,27,6,2019,15,19,50,12,6,25
9475,4,4,3,0,3210,6,6,2019,5,21,35,19,1,30
9476,3,1,4,0,7295,24,3,2019,55,21,35,19,2,20
9477,3,2,1,1,6442,27,6,2019,10,12,5,5,7,5
9478,3,3,0,1,3809,6,5,2019,45,23,20,19,4,25
9479,1,0,5,2,15119,1,3,2019,20,16,50,5,10,30
9480,2,2,1,1,9069,9,6,2019,35,19,25,14,5,10
9481,3,0,2,0,3943,6,5,2019,0,13,10,10,2,50
9482,1,3,0,2,12534,9,6,2019,25,5,0,7,22,25
9483,6,2,1,1,13714,3,6,2019,0,19,0,9,10,0
9484,1,2,1,3,9128,21,3,2019,15,19,15,5,38,0
9485,3,4,3,0,2227,21,5,2019,50,22,20,21,1,30
9486,4,3,0,1,10844,18,5,2019,35,22,0,20,26,35
9487,4,3,0,1,13941,6,5,2019,40,4,30,16,12,10
9488,4,0,5,1,7832,21,3,2019,15,15,45,5,9,30
9489,2,0,2,0,3419,12,6,2019,40,10,45,7,2,55
9490,4,3,0,1,14151,21,5,2019,5,21,25,20,24,40
9491,3,2,1,1,5073,3,4,2019,10,12,35,7,4,35
9492,9,3,0,1,9922,12,5,2019,5,9,0,17,16,5
9493,3,1,4,0,4752,24,3,2019,35,15,20,13,2,15
9494,6,2,1,1,10197,27,5,2019,15,19,0,9,10,15
9495,1,0,2,0,6961,12,6,2019,45,12,0,10,2,45
9496,6,2,1,1,17493,3,3,2019,0,21,0,13,8,0
9497,6,2,1,1,13587,6,6,2019,0,21,5,7,13,55
9498,4,2,1,1,10262,6,6,2019,25,4,0,16,12,25
9499,1,3,0,2,15107,21,5,2019,55,8,30,14,18,25
9500,9,3,0,1,8452,15,5,2019,45,10,0,17,17,45
9501,1,4,3,0,3100,21,6,2019,25,22,5,21,1,20
9502,3,0,2,0,4823,24,5,2019,5,10,10,7,2,55
9503,0,0,2,0,4483,21,4,2019,45,2,55,23,2,50
9504,1,3,0,2,13243,18,5,2019,20,1,0,10,15,20
9505,3,2,1,1,5684,27,6,2019,30,1,25,11,14,5
9506,4,4,3,0,3205,3,4,2019,50,11,20,10,1,30
9507,4,2,1,1,10262,15,6,2019,25,4,0,10,18,25
9508,3,0,2,0,4823,21,5,2019,50,22,0,20,2,50
9509,4,2,1,1,15554,9,5,2019,0,19,0,13,6,0
9510,3,0,2,0,3943,27,6,2019,50,6,0,4,2,50
9511,9,4,3,1,12080,12,3,2019,55,19,30,7,12,25
9512,0,0,2,0,3383,27,5,2019,45,2,55,23,2,50
9513,8,4,3,0,2437,18,3,2019,5,7,45,5,1,20
9514,8,4,3,0,1965,1,6,2019,15,0,45,22,1,30
9515,4,0,5,1,7832,21,3,2019,25,10,50,22,11,35
9516,3,2,1,1,6442,9,6,2019,10,16,50,6,9,20
9517,1,3,0,2,12723,15,5,2019,55,8,50,5,27,5
9518,4,0,2,0,8016,12,6,2019,10,18,15,15,2,55
9519,4,2,1,2,10199,24,6,2019,35,12,25,21,15,10
9520,9,3,0,1,10842,24,3,2019,10,9,55,9,23,15
9521,6,2,1,1,7005,12,6,2019,0,21,50,12,8,10
9522,0,3,0,0,4409,3,5,2019,55,12,20,10,2,35
9523,4,3,0,1,13364,1,4,2019,20,9,10,21,12,10
9524,6,2,1,1,13377,27,6,2019,30,1,0,16,9,30
9525,4,2,1,1,10262,9,6,2019,25,4,50,21,6,35
9526,4,3,0,1,10844,18,5,2019,35,23,30,16,7,5
9527,4,3,0,1,14571,24,5,2019,20,16,30,6,9,50
9528,4,2,1,2,19329,9,3,2019,50,18,45,10,32,5
9529,1,0,5,1,4943,21,3,2019,10,23,15,8,14,55
9530,4,2,1,2,15129,9,5,2019,25,4,5,23,29,20
9531,4,2,1,2,15129,18,5,2019,0,19,40,9,9,20
9532,4,3,0,1,10539,6,6,2019,0,18,0,17,25,0
9533,4,3,0,1,10031,24,3,2019,35,22,10,21,25,25
9534,6,2,1,1,9140,24,5,2019,30,1,45,17,7,45
9535,0,3,0,0,4409,27,4,2019,20,1,50,22,2,30
9536,3,0,2,0,3419,15,5,2019,0,1,10,22,2,50
9537,6,2,1,1,9646,15,5,2019,10,16,45,9,6,25
9538,4,3,0,1,13584,9,5,2019,15,18,5,14,28,10
9539,1,2,1,2,11806,21,5,2019,40,7,0,5,26,40
9540,2,2,1,1,4563,1,4,2019,35,13,25,7,6,10
9541,4,2,1,2,9412,27,3,2019,25,4,10,5,23,15
9542,4,2,1,1,12898,27,6,2019,25,4,50,21,6,35
9543,9,2,1,0,6216,27,4,2019,50,17,40,14,3,10
9544,4,2,1,1,12898,21,5,2019,25,4,0,13,15,25
9545,4,2,1,1,10262,9,6,2019,0,19,50,22,20,10
9546,1,0,5,0,12526,1,3,2019,10,16,20,13,2,50
9547,1,2,1,1,11522,6,3,2019,50,6,15,5,25,35
9548,4,4,3,0,5678,12,6,2019,20,4,55,2,1,25
9549,9,0,5,0,9918,9,3,2019,10,14,30,11,2,40
9550,4,3,0,1,14781,1,5,2019,15,8,10,21,11,5
9551,1,2,1,2,8026,27,3,2019,15,19,0,5,38,15
9552,1,0,5,0,7276,24,3,2019,10,16,20,13,2,50
9553,4,3,0,1,7064,1,4,2019,15,18,25,8,9,50
9554,6,2,1,1,13062,21,3,2019,0,21,0,13,8,0
9555,6,2,1,1,12537,27,3,2019,0,21,30,11,9,30
9556,4,0,5,1,21934,15,3,2019,45,0,55,18,5,50
9557,4,2,1,1,10262,24,6,2019,0,19,0,13,6,0
9558,9,0,2,0,4878,3,6,2019,35,19,0,17,2,35
9559,4,2,1,1,14714,15,6,2019,0,19,0,14,5,0
9560,4,0,5,1,9134,15,3,2019,15,15,0,7,8,15
9561,3,0,2,0,4823,1,4,2019,55,19,55,16,3,0
9562,6,2,1,1,6093,27,6,2019,10,16,10,7,9,0
9563,8,1,4,0,3597,3,6,2019,35,10,20,8,2,15
9564,6,2,1,1,13727,9,5,2019,0,21,0,14,7,0
9565,3,3,0,0,4174,1,4,2019,5,14,30,11,2,35
9566,4,2,1,1,10262,27,6,2019,0,19,30,11,7,30
9567,6,2,1,1,11789,6,6,2019,0,19,20,10,8,40
9568,4,3,0,1,8586,1,5,2019,15,8,55,18,13,20
9569,1,0,5,3,13081,1,3,2019,50,8,50,5,27,0
9570,4,3,0,1,9314,1,5,2019,35,23,25,20,27,10
9571,4,4,3,0,5678,21,6,2019,5,21,35,19,1,30
9572,4,2,1,1,11924,27,5,2019,0,19,0,10,9,0
9573,4,3,0,1,12692,9,6,2019,35,23,25,20,27,10
9574,4,0,2,0,6478,24,6,2019,0,22,55,18,3,5
9575,3,3,0,1,4226,15,5,2019,20,10,20,6,4,0
9576,3,2,1,1,11532,9,3,2019,30,8,35,2,5,55
9577,1,1,4,0,9340,6,3,2019,55,13,40,11,2,15
9578,4,2,1,2,10368,12,6,2019,25,4,30,5,22,55
9579,4,3,0,1,13626,12,6,2019,45,20,5,14,6,40
9580,4,3,0,1,9663,24,5,2019,0,12,30,6,5,30
9581,4,2,1,2,16389,6,3,2019,25,4,25,5,23,0
9582,6,2,1,1,10197,18,5,2019,0,19,50,3,15,10
9583,4,3,0,1,7594,12,6,2019,40,4,10,21,7,30
9584,4,0,5,1,13817,12,3,2019,25,11,25,21,14,0
9585,4,0,2,0,7229,15,4,2019,45,20,45,17,3,0
9586,4,2,1,2,10368,24,6,2019,25,4,40,9,18,45
9587,0,0,2,0,4282,15,5,2019,45,7,55,4,2,50
9588,4,2,1,2,13292,12,6,2019,25,4,35,9,18,50
9589,4,2,1,2,13764,27,6,2019,35,12,30,19,17,5
9590,4,3,0,1,12681,1,4,2019,20,16,55,18,21,25
9591,4,0,2,0,5198,12,5,2019,5,14,10,11,2,55
9592,6,2,1,1,12615,9,3,2019,45,19,30,7,12,15
9593,3,3,0,0,5644,21,4,2019,5,14,30,11,2,35
9594,4,0,5,1,11087,12,3,2019,15,13,55,22,14,20
9595,8,4,3,0,2227,3,5,2019,15,0,45,22,1,30
9596,4,0,2,0,8016,18,6,2019,50,22,50,19,3,0
9597,8,0,2,0,4885,9,5,2019,20,12,30,9,2,50
9598,3,3,0,0,4174,1,4,2019,20,12,35,9,2,45
9599,0,3,0,1,5162,9,5,2019,30,10,50,6,3,40
9600,4,2,1,1,10262,27,6,2019,0,19,0,13,6,0
9601,3,4,3,0,4049,18,6,2019,45,10,15,9,1,30
9602,1,2,1,1,8372,27,5,2019,15,19,0,18,25,15
9603,3,0,2,0,3419,12,6,2019,25,3,30,0,2,55
9604,3,2,1,1,5073,27,3,2019,0,12,35,7,4,25
9605,3,2,1,1,6069,6,6,2019,0,21,0,16,5,0
9606,3,2,1,1,9709,21,3,2019,30,15,25,8,7,5
9607,4,2,1,2,13014,12,6,2019,35,12,40,9,26,55
9608,4,2,1,2,13029,18,5,2019,0,19,40,9,9,20
9609,6,2,1,1,13937,15,5,2019,0,21,0,8,13,0
9610,8,2,1,1,11349,3,3,2019,55,21,55,15,6,0
9611,4,2,1,2,15129,21,5,2019,25,4,5,23,29,20
9612,8,1,4,0,3597,9,6,2019,0,12,45,9,2,15
9613,4,3,0,1,14388,6,5,2019,45,20,0,20,24,45
9614,4,0,5,1,11087,9,3,2019,25,10,0,8,26,25
9615,4,3,0,1,9663,1,5,2019,20,9,5,14,19,15
9616,4,2,1,2,13014,1,6,2019,25,4,30,5,22,55
9617,3,0,2,0,3943,6,6,2019,50,6,0,4,2,50
9618,1,0,5,1,8845,15,3,2019,20,13,0,22,15,20
9619,1,3,0,1,12173,24,3,2019,30,12,30,20,16,0
9620,4,2,1,1,10262,9,6,2019,35,12,50,21,14,45
9621,6,2,1,1,7242,21,3,2019,10,16,45,9,6,25
9622,4,2,1,2,13292,24,6,2019,25,4,30,5,22,55
9623,3,0,5,1,7708,21,3,2019,25,19,25,14,5,0
9624,4,4,3,0,8040,21,6,2019,15,10,45,8,1,30
9625,8,1,4,0,3597,12,5,2019,35,10,20,8,2,15
9626,8,3,0,0,3841,27,5,2019,40,19,10,17,2,30
9627,1,3,0,1,10203,15,5,2019,25,20,30,17,26,55
9628,3,2,1,1,7173,27,4,2019,45,7,0,2,5,45
9629,8,4,3,0,1965,9,6,2019,15,0,45,22,1,30
9630,3,2,1,1,5054,6,6,2019,30,1,25,20,5,5
9631,3,0,5,0,8855,3,3,2019,45,19,55,16,2,50
9632,4,0,5,1,27992,1,3,2019,20,21,45,5,15,35
9633,4,3,0,1,7341,9,5,2019,0,18,0,17,25,0
9634,8,0,2,0,3919,3,6,2019,20,12,30,9,2,50
9635,4,2,1,1,12242,27,3,2019,25,4,5,15,13,20
9636,4,3,0,1,13067,18,5,2019,25,14,35,9,28,50
9637,4,2,1,2,18804,24,6,2019,0,19,40,11,7,20
9638,0,3,0,0,5645,21,4,2019,20,1,50,22,2,30
9639,3,1,4,0,3597,24,6,2019,55,21,35,19,2,20
9640,6,2,1,1,13587,9,6,2019,30,1,0,16,9,30
9641,3,1,4,0,3597,21,6,2019,35,15,15,13,2,20
9642,1,2,1,1,8879,18,5,2019,15,19,0,10,9,15
9643,8,0,2,0,4319,21,4,2019,35,8,55,5,2,40
9644,1,4,3,0,2050,27,3,2019,25,15,55,13,1,30
9645,4,4,3,0,8040,3,6,2019,30,8,5,7,1,25
9646,4,3,0,1,13584,6,5,2019,15,8,55,18,13,20
9647,4,2,1,2,13014,6,6,2019,25,4,30,19,8,55
9648,9,3,0,1,9345,15,5,2019,50,18,10,7,11,40
9649,4,2,1,2,11507,3,6,2019,35,12,35,9,27,0
9650,6,2,1,1,8266,6,6,2019,15,19,0,6,13,15
9651,4,4,3,0,5678,24,3,2019,25,4,55,2,1,30
9652,6,2,1,1,13377,12,6,2019,30,1,0,13,12,30
9653,9,3,0,1,9345,21,5,2019,50,18,10,7,11,40
9654,3,2,1,1,7191,15,5,2019,30,1,35,18,6,55
9655,6,2,1,1,7845,27,3,2019,35,1,45,17,7,50
9656,4,0,2,0,7229,21,5,2019,5,14,10,11,2,55
9657,1,0,5,1,10981,1,3,2019,50,8,0,17,15,50
9658,4,3,0,1,14178,9,6,2019,40,4,5,14,14,35
9659,3,2,1,1,8784,21,3,2019,0,21,30,7,13,30
9660,4,3,0,1,13941,12,5,2019,40,4,0,20,8,40
9661,4,3,0,1,13067,21,5,2019,10,19,25,20,22,45
9662,4,4,3,0,4995,27,6,2019,50,11,20,10,1,30
9663,1,2,1,2,12488,3,6,2019,15,19,30,18,24,45
9664,0,3,0,1,7870,9,6,2019,30,23,35,7,15,55
9665,1,2,1,0,6094,12,5,2019,0,8,10,5,2,50
9666,4,3,0,1,5608,12,6,2019,35,17,20,10,7,15
9667,2,2,1,1,6112,3,3,2019,20,13,30,7,5,50
9668,4,0,5,1,16736,6,3,2019,15,8,55,16,15,20
9669,9,3,0,1,8452,12,6,2019,45,10,20,20,14,25
9670,4,3,0,1,9314,9,5,2019,25,14,0,17,21,25
9671,3,1,4,0,3850,21,5,2019,15,10,55,7,2,20
9672,4,2,1,1,5963,21,3,2019,25,4,45,19,8,40
9673,1,2,1,2,9968,21,5,2019,15,19,0,5,38,15
9674,4,2,1,0,9564,18,5,2019,15,14,0,11,3,15
9675,3,2,1,2,6610,6,3,2019,20,21,40,6,14,40
9676,3,0,5,1,5226,9,3,2019,35,20,40,15,4,55
9677,4,3,0,1,14231,24,3,2019,10,8,45,19,12,25
9678,4,2,1,2,13376,15,6,2019,35,12,35,14,22,0
9679,3,2,1,1,6674,27,5,2019,30,22,50,6,15,40
9680,6,2,1,1,7408,15,6,2019,0,21,0,8,13,0
9681,1,3,0,2,15170,24,5,2019,55,8,50,9,23,5
9682,3,1,4,0,3597,1,6,2019,55,21,35,19,2,20
9683,1,0,5,2,12778,12,3,2019,15,10,25,17,16,50
9684,4,0,2,0,7229,9,6,2019,45,20,45,17,3,0
9685,4,0,2,0,8016,15,6,2019,20,11,20,8,3,0
9686,3,3,0,0,4804,27,5,2019,50,0,15,22,2,35
9687,4,0,2,0,8016,21,6,2019,20,11,20,8,3,0
9688,0,3,0,0,5645,9,6,2019,55,12,20,10,2,35
9689,4,0,5,1,22270,9,3,2019,45,0,40,18,6,5
9690,4,3,0,1,14151,6,6,2019,10,19,35,9,9,35
9691,4,2,1,1,5406,6,4,2019,35,12,5,7,5,30
9692,1,3,0,1,5567,24,3,2019,5,11,0,19,16,5
9693,3,2,1,1,6171,27,3,2019,10,16,55,4,11,15
9694,8,0,2,0,4423,15,6,2019,35,8,55,5,2,40
9695,4,2,1,1,5177,6,4,2019,35,12,50,22,13,45
9696,6,2,1,1,6795,12,6,2019,30,1,45,17,7,45
9697,8,0,2,0,3625,27,5,2019,20,12,30,9,2,50
9698,4,2,1,1,12373,18,5,2019,35,12,0,14,22,35
9699,8,3,0,1,4963,9,5,2019,20,20,5,15,5,15
9700,3,4,3,0,2227,27,5,2019,50,22,20,21,1,30
